task,elapsed_ms
t_race|check|check|0xbf88f30ada95279dd94d772d8d9f8af7ce8528fc4d972b97f80eea4067f6cb92_0x386c641fd7dd95a7470c66b07a3a913fa02b4449cef74f02ec199c3c28490536,803
t_race|check|check|0x82a0ee11e568a02d5928d3a3e22379ad84e42365ce1cdb766e839640d345f4c7_0x037319ed0fcd3c07f4bbdc8665938356ce38cc6437b59acc68ad0a9427500744,525
t_race|check|check|0x13c3037ca0cf438b501bd447996c4bf1d18ba34dca410415e04fcd8d36e11f6e_0xd22f86eeab953c31909c0da91290fe99801735f8a525bba52404722758c5b898,746
t_race|check|check|0xac57521890cafb2a05d4fa1f1fedd33553ed43b04b0a0baa448225af4b1d4e47_0xfa01efbe9d8e0a1530ae4c37811438d3be29566c9a81fd01b24311312e08c811,1266
t_race|check|check|0xac576542ea7c4eb08c4b7f3ed4e530deb19ddb7f55fb4f66bc08bf3813d97fd7_0x90d0ee7130dd4acaa19061e5f3ed81d21b23dc187357ca78cf60644b3a9ec9fa,832
t_race|check|check|0x8eed41a17aaa8617b6e6c38e82f4b7c6d1b7b69a9c2efcdfc7cc8f2c03d920d7_0xdece8e101b13162b89cb4fdc43b758d35177984de01990132b6c4eb1614706f1,1774
t_race|check|check|0x4b03ca82ba413927551ad516fe66f231e93d45955f3216a5ca376053ba866442_0xbefb73bfc49d9f1884238b68934cc6bee24c3a454204e8f31da0fa725d9c6729,1675
t_race|check|check|0x8b84df897299bda7a44f7fe23a77fd09cd5935852a7c6797568011682664c62e_0x0dbbbf9af1b8e876b3d0021f021e6af0bd8e2ba36a71b5d7d943c720d36036d0,1301
t_race|check|check|0x669960dcdc3941dda78153fd6f07f6d2541d3b77e0f4e6cc83c8f2294231b9d1_0xe0a3912c5c1e47a48adf569644a31ad2c37cf2ecb83d618a9744383e792b1441,476
t_race|check|check|0x7a1323a77e98316739fde02be664b36dd0cd4321e288dd884398539dcc6e90b0_0x24a604e8024b8bc8001579436ef7d1862f641df93bb700a736224e727f72e7b0,479
t_race|check|check|0x08d3fd0a190032f6284973b1c347bdbbba03c4d0e3a4148cbbf18d90f2991b77_0x3de00c464edda9c8eb630d85fd7d4b5ef035e5a39b80e003cc77ab43b8480d1f,1109
t_race|check|check|0x6039ccaf37389ae909a6efe7573b775de81f74b37b052d1d865f25e33dcf13fe_0xb4673c4a379236262205f059142138adb9e998f7a43412411c8559f67b09b500,776
t_race|check|check|0xf1634cda28254b94df6ae33ad86f753001f5bdd6974e47f8ce97604b425dc813_0x045ddb50201c495d15938e8fb843466b5b6e8fb7a90daf09472db6660f18b12c,791
t_race|check|check|0x62819fb85112bd8273f6ad319fe77f9c067c072786bb18e29012dbfa3206566b_0xc801dec6bf66e84eaafd23331dfc541f07d1affce2dedbf3b33ad6f2ce10cb1f,1322
t_race|check|check|0x7921cf9dcfa5aaeb303f24a0f868e4e4d88dc816dbf00071318f9bdb676bcc3a_0xd51335e18a354b96660d3ef76998ed005c92a8e6b5fa0a5b6864deff091d06b0,1540
t_race|check|check|0xfced42ade53b78d979399f2d645bb7dae0eacd729b989e8b921e58363e88b54c_0x4084c2fd116a55539481181d50a26f31d8c01c679eef427916fcc6101ae52b3a,1000
t_race|check|check|0x2211034bb024c1641e97000acf41668fdcfe8f1ea58e160bdaecbf0ca22b9d77_0x01cf00b556372be1bccfe82871884e6647b88d8382ae486db51e86f53b7fd8d1,1124
t_race|check|check|0x0a478d3f85a1ba7e7caa6b7037f6042cf7d1074c4efccb785b7b4730abdd090b_0x1d8d53d73eec1dc28b556c0e12c65deb694c9c81ce187fbff061a2db4708bd8b,1391
t_race|check|check|0x80566384ed8615a04961f598e05acf2620c164759d0bb121ae1fef1bf0ec3c59_0xff58c941599607b00364b688e866c1611054b910962bc96537f22658530483de,1749
t_race|check|check|0xdc29919ca51477ac8651ef7bc1c39a986ce60d03a6842ffe1e1edc0e45e286dc_0x6ae81a9fe5b039cb8c81eac74d8c243af59b7af3ff8cf244267234e951b58729,1789
t_race|check|check|0x41f34ce2dbaa62e0d631b093781a28daf42b110528b89bbfec29fd1d4fab78e7_0xeb9b70df84f4d3d1b267768980632d6a728ff86e9b4bfe5bae47164d546ed5dd,752
t_race|check|check|0x82de27d435ef7f2fbaf0b19c413f1239fa4896627a5144c062b8aeb11014decd_0xededc7cd0bf1f3db759d99df088fe120d83aa423ecc2113e097fbb4d510f4540,1096
t_race|check|check|0xb8596d9f148dc0490c6946eaf71e1970dc9692784dda055359da0c6888c052a5_0xcf8ef2e61008bec0c67d0d15402bad24dcfbf25d3b6b1fbc3bf1a16823bd38ff,846
t_race|check|check|0x4be0b2ba1f7a4fef62288206bf0e91db1fcb02392a0292a6d78841ef0549b71c_0xfdb02e00fbffa4bce33e35f5ed69352e380939f5b4f2d3597f0aa1fe3bbac105,1159
t_race|check|check|0x39c4d1adb02a68e44b313f3bed2dc48c2ef7186243b48977537dd8771101e8f2_0xbe4dcc49a074c199a46fe7e3a72c96eb21793e33c904f627f2a4a7acb7ee5ddb,966
t_race|check|check|0x74e02c9be065d94807eb2f7c348639e69c5e900b13f2ce02d49a78b6a1a8ef80_0x79150239e5ca7f4e25ce02a0d903e19718adc0ef235d9354ad1a35341f269998,1112
t_race|check|check|0x7f8b05538a6391c6dccb8d608191f41bafafc33a558848cd7eb8fa22b1d77506_0x279dc3d9f3511468f236820be1d7a78ddf6866a83ebb2fbc1c46008d6fde7fee,1780
t_race|check|check|0x2c676932e05fdb6b2a1d42abd0592a5400269d262ece68a32a252541b8d781c7_0x0a5ab8419429a0d6ad45ae112b03f803e73a92fcd261d65ecf178c9344a6c518,959
t_race|check|check|0x53d3a734e2c6b7e2865c855d244d4614aa2c7716a09b034d636e31e5fd95df31_0xfaf893a6384db93097576f077f035aff7ece1421ace4d1b57121b9a3257a66d7,929
t_race|check|check|0xf8d31ec16104c51e4cf3cc46223bd5586c61f865445866ba61b9cf901287e21b_0x422712df61161732c97989b6f1627d6561aa9e94883b0e36ee95c65854041a35,746
t_race|check|check|0xd66dfab449c60ea17fba754c4cae2c75018cca2833c0e9082a8481fc8a08e9f2_0x057316e15c18eee57c1886335494437c874a023ca5305280a9a51c0b534adbbb,1138
t_race|check|check|0x9c7a1cf88fcde89b14a722af3800687a148520b594726a7862e3981e373d3b97_0x6928e83d6fed0b4ff322f5588c605f856c94f8972e36ce6f5bcf1c7c1ba43b87,977
t_race|check|check|0xac6c9afbc674efe496ea683704248565e7c5803bbf9bf93d5dfb943915712271_0xa8b3ba4739862ae7b4fde30986a15ebb7f8aad048e123ae0223f54c91f7913ae,360
t_race|check|check|0xa6b87a7fae567ef97f2c389a686db8e16d2768fe401132a3498a715b693d5039_0x26347511a867a0e17df6862d1e7e6ca9858b72f051e35a3779c691155a5228d2,1109
t_race|check|check|0x71198298b8645b7329ce8b041342801e9deb414cb7720429f6eba44e822efa1e_0x12e51567135f46ba1a4b1b1a7f2c2f970e5991808a4dca70cf9a2284343d24eb,1389
t_race|check|check|0x87348c1b571746cde6de960ba1e231c88ce417b8df25cba316fb68617640548a_0x9692cc092584412badd5a5ca7ec0060b58a8d88272635514eae2ffbe217a9839,988
t_race|check|check|0x92840e1d068cf7cd01547b43eeaf4829f0b9bc84b7491dcfd0835af491cc40e6_0xe0f8642c6de8da613c27efd9fafdc4a8a35dad20e2d4d759dbcfe21d40c7ccca,1326
t_race|check|check|0xe1e362847f0a0df7cc28457afaaeda03513b879e3006c6b7be01f47b70c7d828_0x0bae2a9e0d89676dcf6a18b5099c3e473f1e8fc12fd5cbcd77f1d775e6d6f365,774
t_race|check|check|0xe5991387f6771be0b2c7cb2e378f1cb4b201a9a9e1895a7cdda7f923c057f1b5_0xf653c0c78c6321647594bdfc36bf7b74e17156f5b50d63c1cf5d90cd05e2a26c,545
t_race|check|check|0xc3ebabbea14954ce22084fc5493b23f1e0cca006dd29c0f53928297984b3b36f_0x718b82a83ba50728e2f13c7c1d28d96d91cf503bf49b294e0d9487d3c7276162,459
t_race|check|check|0xa2203da745f447ec9478eb2bce416e7e1094e37ac05a90e70f4a827ade9694e5_0xff59411b2369e2e7d4ec8ea1abbade81bb56ebc33e09a3014c25751618be31c5,849
t_race|check|check|0x3acc5aa1ceb1877b2ff0a4d2ee01c784d9320926ab963b9c19253cb5749c2b71_0x0324e335ad7c110a06c9588524ee33f63ed25748ea05379a98c72aa0e2d5026d,1127
t_race|check|check|0x6365409c63d26f42842c6c95f0c8155d9d178a6e16ea1a92288557d60659a75c_0xf1bfa603b8f190bc6837d3717fa2bc50f1ce8a44ee28e7bba371faac3a8f7670,252
t_race|check|check|0x0a5485f80ad64896a76524ed7d5ce573cd6d8085c0ab37406c5c7270f38ecb34_0xe19fe5a0eda32061ba6b2b78c26e670e49cf6b651cc99167b27d31d8f473a566,1576
t_race|check|check|0x4f438bbe6ab980bca73ea1a45d4c2e57cda7cad55eb617adb0cdc3a4923ce649_0x422712df61161732c97989b6f1627d6561aa9e94883b0e36ee95c65854041a35,1431
t_race|check|check|0x420b7b923b34f5e88dc2e000f4b5480ca56bf397d36f07ad4ec72d2f1a1d087c_0xbbb00e830929b62e55b68a6bfcd2c860c3e2e3f393383e5a3a14ae67d720b938,598
t_race|check|check|0xabcbb8442cf34d7ee2da8976791e2ccbf0465886634310e51200318d6882c554_0xa80ce46ab49a86789493756dcc4bead825f68f60272ddb09b33c653dcb339e16,1734
t_race|check|check|0x9aca41cde19ab2d262ab711b7fc36e96994eacc2b5a7b4f8b942c8840e03a62b_0xef94f42a52d4f11808a120e2567c2a6bb34ce2acc06052b24ade3351ca6ffddb,1458
t_race|check|check|0xa26115449e720251bb80ee3fac896ed020e22d324afe823bebd698dcc1800101_0x2eda594f3ca3c465edb66f5ada8ebe3f6392dd25bca91196cdaf3de347eed631,950
t_race|check|check|0x4ea95cf433e4e73ab37222eeee25e11eebd6b2eaee24c28f8c9fef8605ba2e7f_0x461e8e7eb93fd302bbb4a5556a4217eab8d1bff30189ccebc32156afe5ffb1d7,1547
t_race|check|check|0x72a7b70953e6716364b72013bc32ed7adc5087c98bff2b03f93651183c40c5a4_0x6ce07c379c0ed8cbe100310f527501220ed5d5693ba48702c211c004a349495a,1131
t_race|check|check|0x1f35d588265402fc4340d2410790399a5d935d8532c6b52f3547a30ceaed8c37_0x5fb93eb9abec2f0381b75d4b2c84b7601adddde2304ce6cf5a03eec0a7e55b95,703
t_race|check|check|0x659cf2b2089177a27b0491c355c67e10a2cf0ecdf5d3ef4f5a3e4cf0978f4981_0x1e69c0430448c58a6ca09104547b07248a86d1b941868def2deed558f61a5bd1,1265
t_race|check|check|0x234bed815ab2a078091f63aa2b400ff5cfa34ad13d770cb5e32a98e03233a163_0xc7ebd930b32edf7d5975b0ecb5a8bca1ae20a1dfbcf9c418476768b8725423dd,1250
t_race|check|check|0xc9fcbd910dd4228245b59d7f4b6ac4b2421c7d1a9a490500c2e1b087689ab8fb_0x0d39abe513011c4e79a1ffcb05d40de3211ad1b80dfd7b7a82ccd7472b42e717,1114
t_race|check|check|0xeda7dd33bf5ec76cae1d65d2ac3a48a3aca8abff2b91e64b1d29a1f65c0a1b1e_0xf09143462128d628cc59c358ec3cd5000351b26adcb34d1dca3ca61947e30adb,1549
t_race|check|check|0x8d3b453506b11b19df6f67f9dc6d0af57e18b20ae15eb0f8b0049096e8d730d2_0xf39c819f87b7862734b376db54a35f7b56761b009bd10caa900b63336858c929,1074
t_race|check|check|0x59203ae4eb0e1906996def095ff7286949172ae154963798eff03b8504c55ae0_0x67ef72678964eae3e89b30afb6d4ae8102785fbc5c1277ab93a71390f01fd59c,697
t_race|check|check|0xe853bd3b1f199b84d0b0062d4657e6705588d79841f4f84dff08782a7c23ae08_0x3dc6716deddb35440b1418f28bdff52cc6161d1986631223a731158c9f03e5f3,2092
t_race|check|check|0x061e359524d649a8e495a13f5d8a53903655d8493e79a3d3ebba57a528a50995_0xf04c91774ada05e79674a419598778511bf6365a96275036fcd912f74885b748,721
t_race|check|check|0x26fd7d95ee7cd10d843cde1a8d9beff76ba8c5ff859983178b2ff29c7b2393d5_0x824d938024522b421987b9743b4dd8a2ae36c6ee945dd60ed712a596cb7a8a79,537
t_race|check|check|0x3a4e4769d242ab7c3ad25783f5d7f2cd618ebaa44c6058bbae3ca3d06f0729a5_0xd58653dbbbc9667b7c9fbd3b8ecc04d225b4bdce1212ba15db5b66ef183a339b,930
t_race|check|check|0xbc9906bde1a0942e77692e7d8ea56407bac73f9569c0d44d808f553bfbd627a2_0x66574871ab66a7f8528693986b9e968ceef75f0380e3759f442e2bb2e262d009,820
t_race|check|check|0x8dc305672c6e785ccf583287b4634300c11a171394f7ac76c8d6e49f3aaeda9e_0x53b48671a5bb3f262e4b6663c7efc36c1708063172241c2832d2f6a6b2aa0be7,1048
t_race|check|check|0x80e9fcb4db21e6c2abf66fbba6f2784f45a8fa093c036166f1cf523f3567f5b5_0x073b5a3fd86278797299a3b263674e3ebd200d53eaa9448b29283698e3ea68b0,983
t_race|check|check|0xc9fcbd910dd4228245b59d7f4b6ac4b2421c7d1a9a490500c2e1b087689ab8fb_0x0bdb49eddd012acf00280d1328e4f08ab5851602569afa738517e9da6bd6e529,685
t_race|check|check|0x397d0df65ba9c2e528433f2e67ec6508306f83c61ae67fab7071007ea9d7ebc3_0xeee0217a908bd83a3e885efe1338ea86377ecbbc99e2df614a68373a17b06e9f,1637
t_race|check|check|0xe1a5bd7ca774d88c117426bb2519f3c411f4d554e683bc7630e9d46112b9ef1f_0x3acc5aa1ceb1877b2ff0a4d2ee01c784d9320926ab963b9c19253cb5749c2b71,1353
t_race|check|check|0x34e6f3f400819c4c4650c70001a1384e934a7559223a9286b45e85656355a6cf_0x0c6c34e6f636b5ff9000e327761336ebbfbd7d3d196abec3756a4ea7a47089ca,638
t_race|check|check|0x5b20a80a4d120dc16a7f771f2f87c3b3f0496819539e5bc9af0f79b8f1e72ac6_0xc12e13bf54677de0368fb940f0f6eceea48baf7e84a2ab9679fa570403f8c286,977
t_race|check|check|0x0f04d4a6dcfd56cb34e4a09c94cfe57cc5a071ffcde380a0c0b4625c9d43764e_0xf53a68212719c079ca2fd89c32700f4d5b05d98a6ced4d66b60665996ea8672d,1451
t_race|check|check|0xb02c5f2fcc591b5215189ee094dfea95b21b919c85c7c68734cf7890ccfd7675_0xdae1f422955798532b8a050795d41fe6d7cd503660b14be42bec2a973b18781b,368
t_race|check|check|0x51b9c5323e913def9abc5e77490664e070eea9e694d598cabeb603dbfb9983c4_0xd180885ed18d959d35bb09e780a997062023e50c768f68a594972e594be502e9,764
t_race|check|check|0x7ab904c217a33db73c417ff461b531543b661c91a0e91470444c943e0a2abf1a_0x211b6eaaef522d115da73c9499ffadc71261d36ac291b7e24cd0e6006c991679,1784
t_race|check|check|0xaaac6f1f67f920ac671969f75a7d676136f8a74d0131d7ebc90009e49f3d065e_0x4c23da0dfec933a256cebaf92ae784ac66533d8cff90f9a6f25f3187eec49e15,998
t_race|check|check|0x587c80688507b85f1b7cb3313f2b1081c32a6cbc609befe77eb9b63386946b57_0x26c220a9deb4a6ff89372ecda09346e5e3257f1459bbe90c10f74792a1b80ab8,1015
t_race|check|check|0x759416a30486c0941d34eb0b745f48639740127b7f159a84b85fe7cf2ce86633_0x8eb123c6232c337eb889cd0ccfdd9be643c663da4c0fd991936504c6672372d3,1349
t_race|check|check|0x84f0d4877a7aa2a995078872dc1dc4581508068143e50c50b642b7642934069b_0x3623d79b693cc8fd1ee6c3437f9b3e5d74fb1d696bf2f5821db6afd2fdd9d41e,1484
t_race|check|check|0x20f149c8fee523c38c192e105cde4e360f90e8196c3ac22a3ac03381bb66a069_0xf26152985822cb600f0b6a4997ae66062d0b399643b60951c956881b79b2bc36,998
t_race|check|check|0x19ef8995d5861f443a387626ccec19938e4d165495b5062c011e789f2c3c6d41_0x9273922a6eb630e406411a878088a1b64cecbf0f4cb4551a7f0bd3629bb455e7,1292
t_race|check|check|0x45b514a6a2199666dc9ad43d2a68427961acaf18f9142ab72741e1b1f31c9741_0xdbbff4e0d7ae091901251c2cd05795288d9735dd950209323f06ffca9a5a2a31,1113
t_race|check|check|0x51626a63aaeb8036bdbc7e22279cd80f9e346bae733febb62797451de222de31_0x90f33bdbe3b20045dc296d787378b59e4dc802de4b9f299f74e60cce36068517,683
t_race|check|check|0x21a538a4c0e63a9bfa3785e20bdca9e53a34fd48786077bacdc929ad69ad2788_0x24a0e328ee6e805962a76270edeeff663f4cd5135f77bf0ba0a1ae79d16b7704,1229
t_race|check|check|0xfdc54b11f4739d6f4b3e45287db6bdde22a91b36e10f513d9900808d4d9ef041_0xc20416312f1e109f0d877698da731fa72dc8144afc893071db69d368d0d5bb2b,939
t_race|check|check|0xc50a21676c1e5fdb7fc694fd99376ac034be09c599b37d6699e216e324dd17de_0xf6f894ff491ad8756e5689154f09d9676e77351aad558e7675b1b4b5464bed52,855
t_race|check|check|0xc0856669c675f00881f56176a833674cb33a2f59ca4b0eb67e7aa7eeed8a2df2_0xa557ef8253b33825a081fb76b34a94a13159e31a85acc7600531882849a645ea,1449
t_race|check|check|0x21c5059b76dbd4ff9ae4674dce6e845574d52e9a4239f905104adaf0a6d4ab00_0x032c6540c2600f9e51df77dae41bb100672a8145f2cf488d13760b4ca21b6968,870
t_race|check|check|0xd5946b70cb3ee8288fb23decc91197f48f95fdde24122662c74d8b6dc7ff7291_0xe3b984bc23065af9ad14bd30b4f0e0b7581587148753ee85fa30fc7d5073bb9e,922
t_race|check|check|0xbce739d4b16339081581a757b862940cb0ea4a9697649e2347d655af7d23f47d_0x4c02bf7a3e850dbcf0d031e5edc2ca48c0e78ae625fdd1445f2e06b937419156,672
t_race|check|check|0xafb4e88a9f889183a05ca471f07befdacce578bec4393290b14117417ab03f92_0x3adab77aef399d890a1a02c296053d4e6bc8baee82d77ce4e068f1e438cf5e04,544
t_race|check|check|0x8cc72536cb49435be420b0901301ddff830d9976a6363fab9bfa164ece74295d_0x3d8076235c24f35f244b5a510a637f15c2bb77736eadf6b8a273302e65ccc6d8,1440
t_race|check|check|0x1e25dd0c0f8c35313684689a0d6b70a13c325b5d21d6b81b170177a98a49462b_0x4c210aa2d2a4bca0f70bf00d1c98bbbc39e29535ac9b7d9338630b92b928a66f,2071
t_race|check|check|0x5ae427a0d6da74ef6d44ff083c92898ca55a219fd2357de83fec91c1b2b7facf_0xe1cb8f49d190217cb52e1476ffb280b44f2a7e74bc82d9de28b84e8bd1da9c71,1410
t_race|check|check|0xb172ee5004a16942e300aabf8a35c7891495a81f6e58ec78246ebf85fcd56049_0xfe46eda53655e5d7701de052cc6c93312bbee407bc604d9dcd31309ec7fbcaae,934
t_race|check|check|0x5f458c45b6814fa564547ed9c33b3309e662d92b24f98af138113e7923789622_0x1acc12af2210109487fcd30a78bc5524e01c75b1c94c13b835d0e9217aa8d2da,1921
t_race|check|check|0x4e7ed36b72036a3b855529efffcdd1fc1c0c54c64d7b909a031242685bd1eb4e_0x8ac38a281d5ac73c4960ad0de73ec4592d68008398dea1600c7ff4e143e4dc29,1326
t_race|check|check|0x4b9cfeef8144093a94daadf4e41faeeee6ca8d6156f940e2bdf196708d50eccb_0xd7145a282c1fcb2add97f62a4f729ca7294a50b81ff471a12f653cd5a03039b6,1622
t_race|check|check|0x5b6810562c4371290e743c957fc92e303884cd6e730569295a3b0481ab9ee147_0xf17f6ac48751ddf71af9e19ca313557151cde0035de132ec661d755ac143766d,642
t_race|check|check|0x6c4cb8fcdc72341ebd09e011b631ceb711562fa35c9d9831343efa3e9845678e_0x9a7bf6c55031e01e4740529a8aac29ee782efdcf9f8ca5b435dad2fc190e457d,1380
t_race|check|check|0x884ad7e12a5e44ff3a90686d910826330d40197ff11cac1dc0d98e006ca3eadd_0x0e9141bda884e2c3fdcca482de4b9879ace7365e790611e1c10a50f7de1e246a,911
t_race|check|check|0xcd527e55ffffbb0bd0e009f071a131c910d3a60e355f316cf81c10483a64688f_0x2cfb44c7d018bdc448ca51e7d1c8ea272a13d58f8b60de35cffaed35e086585b,1245
t_race|check|check|0xe46826183ba5262aedae8ecc49837b8f62d1210f3d50df2dec1342d05aedb29b_0x4b03ca82ba413927551ad516fe66f231e93d45955f3216a5ca376053ba866442,943
t_race|check|check|0x6a18d6197092512e2910dbcfae9a288dd8142aa84071567d05799a0ae493b370_0xafb791b662c252ef726ba6f6c15c49a03419fec58d167171cb44a23f5bee7a3e,622
t_race|check|check|0x60289af3dc662551c90a12fb85b9644b40ee050861ec42854abaf436671e08e0_0x6e55d9d273cdcf401c8f986d41289c9fde33e4e4ecc9ead468571b63d12a01ec,749
t_race|check|check|0x3f7ae6a6db4a70a254935f844a2fc32057ebfa82eeac502f5e2ac2eed42b9197_0x4c4308073e506228be60cabfde3530ecfaab8d077e5c823cce9caf95b24ef9fa,455
t_race|check|check|0x9df2767ed604c9e4ee0e3c69d6244a9e16afe20da243e85a6b85064829751ae1_0x09293ff1577287a4899a1b1afc0fe5e769a77c47c146172d9331b1fbde9983db,713
t_race|check|check|0xd17a56829614c17ac6a91e67abe3a07812994bd26430e9a723731c87b89949d0_0xde02851c0cd8e245d1a857a83a7bea8bec6e6b2da014717feb3b6ea326a0f992,664
t_race|check|check|0x6119ddbcfb80ee468a32eb7dea02b6143a04968671656d0dfb3ad4bb0f4425df_0x4e72a74b20312cbcdf39f8ec7a070419fad23f889bc8f29c98c3e5f493e31f27,1997
t_race|check|check|0x80f6912f2974c8161d9172ca9ec36e561022b6629f9ef6c854da53b9d976939c_0x34b63fd129a6f90e0c5e7944c483a65f0295762b082a66c2e01f590f606446a3,638
t_race|check|check|0x3e4cc5c30ac16634278173b34a584a7234cf5fce398881ee02ecf9da2ac5cdd2_0x2605db6fd6c89dfd7ce133a3c507ff83bab8d62ae1774c9b18855ddc345a4f3b,850
t_race|check|check|0xb3577e05c001c6be072c7c8599e8faa92eb9977c977880e590519b694f376c09_0x602903f003ed98beede89ebcd62b777953a412bfccbc75a75effb0bf8f556ece,1175
t_race|check|check|0xb8af8cee61b955face5bd6a476f6f7a261e2e088e2f9848d6805b80213e56875_0xed85f98579cdb732f2986115b96f567228972fa12a4f4ee54a1a729cc91bc853,968
t_race|check|check|0x8a5283fbb10f10ef056d56343e856a345fefddb8f2bd221ebc637ce67b40a58c_0x30b02c54e0cb7b956e60332c9e59fc7b7439e4be67b5eb7e57df50b9e410e28d,763
t_race|check|check|0xdf9acce7547cdbc4f82b1da51e60d5562f8f245f1cea07dcb765e0f684739afb_0xcd527e55ffffbb0bd0e009f071a131c910d3a60e355f316cf81c10483a64688f,673
t_race|check|check|0xc2f7cbd5659438364f9bf4f645c1d20e6f19563ee721bee427b0e0a471c0017e_0xdf134aeb1ede60d8c07c564c1c0f7a0e06563644dfebafeb8e7f4caa1ed75623,780
t_race|check|check|0x860b997731465ea3bb1e5d2a5ec8893f2eb06a484c827f0de47c35b33afb0696_0xd090c55cd6c10c44499fb71877e6a39537ef73fc58ae755f9569869f61543298,415
t_race|check|check|0xca651106445413a1ec45e0b1f0af553bcb4b7f62408d896be1ec3e81e5e6f43f_0x19663071c809e5988ed9242129cca2f947f99dac16a0b8e26755616bb77b7f4c,1944
t_race|check|check|0x2e53d5e51b4a27f55f711c15024deada57c3e91761a63e4c68036cd4b9ec00cb_0x9906c4bca577fd6a02bcc50dbad2d599dac90af8c05a03576b9156cb7cc1d60d,895
t_race|check|check|0xb8af8cee61b955face5bd6a476f6f7a261e2e088e2f9848d6805b80213e56875_0x8cd293a4fca9a3d066aed2032c2873d2f6b8680c0f23a2616ad65b1ed2bb15a8,929
t_race|check|check|0x48ce46fa2f4bc31889cd71598eb858c8b530680cdb2f72e1bbf6463b474aa156_0xb68ab7c0924abc256f96ea61b73b2b9b0a60848b240ded20698f69eabef6cd9b,588
t_race|check|check|0x77266ce7530503571fbe970fdba898aa21fb23297dd25a379645a82efbb91677_0x60a0a578e305e0b901a59ebc520e14721953338f33d0c5aec73c755afd33f548,1293
t_race|check|check|0xd39dfd4f60beae5b46dd862d7ab13cd1a5eb3d4cccf09815f0afe3d56f7408cc_0x36f5f24be2b922e6f4e547d8e62cd5c889efa6686a73c831834c32e474f8af57,1109
t_race|check|check|0x50070b4d993ef4fb3dc6725f68536d1f6b9ae1df11193f2dea38c580d6bc98db_0xefc3fc51fd3287ff5be1ce096f19b6de26977d06481c9db6521df3c4045cee2c,1137
t_race|check|check|0xa43573b9b62b3e73b9bc6c5819d91311078b632d05fac2ae22a4d768cc831359_0xdf01124e96abaa61e279b1ba5e118f9256d8c33ef6f8651641c95a9de22b1084,850
t_race|check|check|0x24728125cdecd2afbc54c82f3d7e3fb9f7527a6499b477d52995a88ee2065354_0xeb379ac6fa4de3c5372fe45b06db600fef2a21393bc5935abdc07ea39075ea09,672
t_race|check|check|0xf05b13be5cfc0207a2a06b802ffaeab2dcd76487bf553509b3e2c54743a39b7b_0x038fda4baffbc8df0b354a5936df0805dd723e0636dd4036084c758175d53565,816
t_race|check|check|0x79d91716e9f041ba96a8bddf767fbac6c35e6370f3f83c9e3923c41ac61cd579_0xcb432c969eed11ad6f3da47c6ccb44c731ac0b5e003e3d6452c3d8599c7f5590,1112
t_race|check|check|0x3bfabecf9155b3447efa3bb98f9d42cd39e6e3109033f5c455dabc7705a4cd64_0xa79536ba691ebbcc99a7109deb69b3f26ea543b408fd85c5192052302ff19462,819
t_race|check|check|0xbb498b77a979becb0dd659230b2531243a3ba71f9c5eb06493eb33ccc481a042_0x6fa3f016548d2e10d816535e49aff2dd0216f1527310a9212285cbdec18f708b,851
t_race|check|check|0x5ccd9f4b5ac2aa3b51dd8034a9d360609002c67d846d4aa17729b460547f7716_0x7ceb183e809bda16945c0171a35e125e7624a7cf11f8361ff77c2b05d1d1d55d,896
t_race|check|check|0x5d204b838889bc18600c8c91f0478f6bdeff10e00941c75a82bd21848f72bdb6_0xd5703c59cda2ffc127d38bbeeb3095019d44ca03ab101d4d1f479428850933a4,971
t_race|check|check|0x6aa51ac0eb46390c529a0c20cbae365693b129d8de5ab8ae96c3c2a43dbf058e_0x81627f27583b0bdc747ba0ae5ebc085c61e7d90c08c13c777076d14f0b1a3be0,1033
t_race|check|check|0x469741d37604b174be063985d0361817a30b7079b9297d8c4d00781c1b97aebf_0xdf0a1f663ae485a3bff3ac7a7ef1f8262614eb0a4526c4f2841ae2f52a7e184d,1380
t_race|check|check|0x7ccb2f251cadbab6223a91674b5746e567db4b5c70744001f689529e8031d781_0x80146d44de0326a02a3c1e1721abae1368774b94c7b81b1cd070a6316118b5c3,762
t_race|check|check|0x2644936f9a54ec97a1bde03569cce9e972d9ecca6f92332566c5692db8268f79_0x52d072a807c9763e0c03203962b52a06cc22995551a7ccf3e1216911519bc08c,1408
t_race|check|check|0xefff6b0325468614d92a0900b759ecbf294c945d7f56a2a9d376330da8f134c4_0xee01d0f00e1a93eaf2df80747775b9143309a2f4aeaebe8efbcf3ec22dfeb336,308
t_race|check|check|0x451951d7f8d6e9f24c61b42030bfea514aec105d9a203e76340d00f33a69f535_0xa9ae7775581e54fefbc5f0431580d66e77fd86507bf7f544bc2f047dbd0e8cbe,566
t_race|check|check|0xef27d2ddd1ef6ce38f01c25d9026dfcb374df7431c0b610b1b5f66261e3b9b63_0x1e25dd0c0f8c35313684689a0d6b70a13c325b5d21d6b81b170177a98a49462b,701
t_race|check|check|0xecb853f3dc08ebb79399fb0e4ed9875b95d050860b6aa89064a8305b1052f16a_0xb172ee5004a16942e300aabf8a35c7891495a81f6e58ec78246ebf85fcd56049,1124
t_race|check|check|0x1a034f276e3cc8b1de05ee7ad20c88c3d770a5317a55bc42e172826ee740a391_0xeee5be9c8903d3d92c0135a5c97a77119d911d38fc5d2976e115c1c97aa6b704,813
